x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.2595505714416504,0.7811307907104492,-8.154304396157386e-07,0.33910173177719116,0.6027455925941467,0.0011003619292750955,0.4395827651023865,0.47987931966781616,-0.016510307788848877,0.5145043134689331,0.35900047421455383,-0.03424979746341705,0.5375394225120544,0.242588609457016,-0.047370005398988724,0.5849550366401672,0.6167232990264893,-0.0271953996270895,0.6970536708831787,0.5806168913841248,-0.017838099971413612,0.6424631476402283,0.566841185092926,-0.005060064606368542,0.5874013900756836,0.5705970525741577,0.002359644277021289,0.5880469679832458,0.7459401488304138,-0.028570979833602905,0.681549072265625,0.6905003786087036,-0.006305193994194269,0.6330245137214661,0.6676795482635498,0.010202083736658096,0.585020899772644,0.6766011714935303,0.01202224288135767,0.5665801763534546,0.8535636067390442,-0.024301493540406227,0.6487944722175598,0.7923876643180847,0.0018818218959495425,0.6114197373390198,0.7708348035812378,0.024494439363479614,0.5624832510948181,0.7770956754684448,0.028281131759285927,0.540206789970398,0.9423749446868896,-0.018735842779278755,0.6190671324729919,0.886494517326355,0.0063380347564816475,0.5888620615005493,0.861028790473938,0.035422053188085556,0.5454425811767578,0.8680941462516785,0.05140957236289978,thumbs_up
0.1885821670293808,0.7208411693572998,5.6903662226659435e-08,0.2361435741186142,0.5585604906082153,-0.025293748825788498,0.3097603917121887,0.3792787790298462,-0.08542722463607788,0.32853397727012634,0.23880967497825623,-0.13748474419116974,0.3131396472454071,0.1093960702419281,-0.18196997046470642,0.3142508268356323,0.4807468056678772,-0.2165013998746872,0.5388190746307373,0.4367966949939728,-0.27513524889945984,0.5542946457862854,0.45128607749938965,-0.26124030351638794,0.5042275786399841,0.46818044781684875,-0.23722006380558014,0.3088114261627197,0.622109591960907,-0.23108598589897156,0.5583235621452332,0.5741856098175049,-0.29085904359817505,0.5194498300552368,0.57343989610672,-0.24720630049705505,0.44181957840919495,0.5797513723373413,-0.2093929648399353,0.31439077854156494,0.7491223812103271,-0.23712775111198425,0.5382117033004761,0.7019299268722534,-0.26756519079208374,0.4891640841960907,0.6921724081039429,-0.19817160069942474,0.41320157051086426,0.692895770072937,-0.15023945271968842,0.32329195737838745,0.8565605878829956,-0.24392098188400269,0.4938148260116577,0.814915657043457,-0.25022995471954346,0.4582929313182831,0.7937160730361938,-0.20030517876148224,0.39265167713165283,0.7899867296218872,-0.16597500443458557,thumbs_up
0.32878124713897705,0.7227542996406555,-6.412467996597115e-07,0.3473389744758606,0.5553738474845886,-0.07216805964708328,0.315467894077301,0.39743489027023315,-0.11374923586845398,0.2783825397491455,0.2752363979816437,-0.14534489810466766,0.22994759678840637,0.15813806653022766,-0.17356660962104797,0.2013247013092041,0.4870845675468445,-0.14687404036521912,0.3870258927345276,0.4727568030357361,-0.21859358251094818,0.4289068579673767,0.4988994002342224,-0.2531605660915375,0.3921378552913666,0.5270026922225952,-0.27452555298805237,0.1725691854953766,0.6342354416847229,-0.1406724452972412,0.4055454730987549,0.6084087491035461,-0.18858008086681366,0.42171648144721985,0.6130303740501404,-0.19169068336486816,0.36375680565834045,0.6320992708206177,-0.20387691259384155,0.18038848042488098,0.7625991702079773,-0.13865509629249573,0.3932218551635742,0.7363266348838806,-0.18062999844551086,0.4079188406467438,0.7260254621505737,-0.15710322558879852,0.3529871106147766,0.7313233017921448,-0.14711888134479523,0.20440402626991272,0.8786106705665588,-0.14628297090530396,0.36968183517456055,0.8507029414176941,-0.1865413933992386,0.39166003465652466,0.8263293504714966,-0.18204766511917114,0.35855311155319214,0.8313606977462769,-0.1774122714996338,thumbs_up
0.5444996356964111,0.9087582230567932,-9.661173407948809e-07,0.5497669577598572,0.671684205532074,-0.04403940588235855,0.6164566874504089,0.47460588812828064,-0.06953835487365723,0.6796694993972778,0.3092127740383148,-0.08328302204608917,0.7051343321800232,0.1798812747001648,-0.09076486527919769,0.8518981337547302,0.5603331327438354,-0.04310831055045128,0.8428191542625427,0.431232213973999,-0.017666637897491455,0.76784747838974,0.4623887836933136,-0.0021301512606441975,0.7236862778663635,0.5220860242843628,0.002894737059250474,0.8944190144538879,0.6794365048408508,-0.01521011907607317,0.8462048768997192,0.5551236867904663,0.01735762692987919,0.7787399888038635,0.5716750621795654,0.022638823837041855,0.7423432469367981,0.6275925636291504,0.01346578635275364,0.8890345096588135,0.7875228524208069,0.016920674592256546,0.8446480631828308,0.6766234040260315,0.043972186744213104,0.7925820350646973,0.6826539039611816,0.04651486501097679,0.7506003379821777,0.7277618646621704,0.03559244051575661,0.8704394698143005,0.8744430541992188,0.04733707755804062,0.8451048731803894,0.7805683612823486,0.06272460520267487,0.7971557378768921,0.7863368391990662,0.07215554267168045,0.7606849074363708,0.8229397535324097,0.07603946328163147,thumbs_up
0.4632153809070587,0.8730694055557251,-8.814633360998414e-07,0.5029783248901367,0.6520386338233948,-0.02377188205718994,0.5792653560638428,0.4782170355319977,-0.057614196091890335,0.6495994329452515,0.31768617033958435,-0.08708684891462326,0.675730288028717,0.18268775939941406,-0.11000846326351166,0.792653501033783,0.5712963938713074,-0.056216247379779816,0.8831075429916382,0.4689631462097168,-0.05744634196162224,0.8229241371154785,0.48394575715065,-0.050643403083086014,0.7637900710105896,0.5189316868782043,-0.046044815331697464,0.8330131769180298,0.7130342125892639,-0.046254418790340424,0.8908842206001282,0.6040106415748596,-0.034749578684568405,0.8301365971565247,0.6039587259292603,-0.02322784811258316,0.7769531011581421,0.6328138709068298,-0.02301231399178505,0.8336874842643738,0.838880717754364,-0.031733203679323196,0.8685463666915894,0.7402501106262207,-0.01503404974937439,0.8211307525634766,0.7363529801368713,0.00214926665648818,0.7680777907371521,0.7601922750473022,0.003787820693105459,0.821916937828064,0.9468525052070618,-0.01763310097157955,0.8479819297790527,0.8605218529701233,-0.0016882631462067366,0.8029128909111023,0.84836745262146,0.020345356315374374,0.7583608627319336,0.8648484349250793,0.03382847458124161,thumbs_up
0.44591811299324036,0.88008713722229,-8.945559102357947e-07,0.483393132686615,0.6601038575172424,-0.012660112231969833,0.561262845993042,0.47495871782302856,-0.0486031137406826,0.6170609593391418,0.31564223766326904,-0.07952611893415451,0.6341099143028259,0.17439520359039307,-0.10432078689336777,0.6989765763282776,0.5916975736618042,-0.11978662014007568,0.8963253498077393,0.47718101739883423,-0.1414407342672348,0.8331509232521057,0.48933061957359314,-0.1282418668270111,0.7607899904251099,0.5191989541053772,-0.11278820037841797,0.7430667877197266,0.7412697076797485,-0.12108602374792099,0.9206523299217224,0.6137632131576538,-0.13085170090198517,0.8518427610397339,0.6107625365257263,-0.10509005934000015,0.7862769961357117,0.6408891081809998,-0.08979406952857971,0.7580671906471252,0.8697205185890198,-0.11352360993623734,0.9051281213760376,0.7546335458755493,-0.1080595999956131,0.8466718196868896,0.7494192719459534,-0.06757031381130219,0.7883070707321167,0.7779561877250671,-0.047634582966566086,0.7600257396697998,0.9732884764671326,-0.10417073220014572,0.8704707026481628,0.8773943185806274,-0.09157120436429977,0.8215020895004272,0.8634048700332642,-0.05250005051493645,0.772350549697876,0.8898091316223145,-0.027673345059156418,thumbs_up
0.33320415019989014,0.8407277464866638,-8.503718618158018e-07,0.3717110753059387,0.6198835372924805,-0.028944609686732292,0.44123804569244385,0.42256420850753784,-0.07209785282611847,0.508448600769043,0.26666396856307983,-0.10635153204202652,0.5769647359848022,0.16159871220588684,-0.1303088515996933,0.5909590125083923,0.5396517515182495,-0.13390856981277466,0.7890269160270691,0.43151402473449707,-0.15810245275497437,0.7309536933898926,0.4308103322982788,-0.14167878031730652,0.6594182848930359,0.4580920338630676,-0.12308482825756073,0.6295978426933289,0.6987510919570923,-0.13004031777381897,0.8168143630027771,0.5712260007858276,-0.14401833713054657,0.7488567233085632,0.5569034218788147,-0.11645317822694778,0.6790199875831604,0.5842896699905396,-0.09825576841831207,0.6430789828300476,0.8354194164276123,-0.11920169740915298,0.8026108145713806,0.7147401571273804,-0.11975120007991791,0.7422760725021362,0.7006362080574036,-0.07699178904294968,0.6780325174331665,0.7298933267593384,-0.05335189029574394,0.6443622708320618,0.9510033130645752,-0.10803402960300446,0.7678007483482361,0.8510327339172363,-0.10499336570501328,0.7192142605781555,0.8268793821334839,-0.0689038634300232,0.6653429269790649,0.8513760566711426,-0.04317066818475723,thumbs_up
0.3570946753025055,0.8182342648506165,-2.483203900283115e-07,0.41195499897003174,0.6289569139480591,-0.028998497873544693,0.503713071346283,0.41598641872406006,-0.08994291722774506,0.5341432094573975,0.261474609375,-0.13945887982845306,0.5380715131759644,0.11870354413986206,-0.1752074956893921,0.504565417766571,0.5142255425453186,-0.2492564469575882,0.7670794725418091,0.4499552249908447,-0.3239079415798187,0.7401803731918335,0.5022410750389099,-0.31087568402290344,0.650147020816803,0.5371364951133728,-0.2849428057670593,0.5007562041282654,0.6746218204498291,-0.26679396629333496,0.7976053357124329,0.6192688941955566,-0.35330119729042053,0.7353593111038208,0.6481109261512756,-0.3124433755874634,0.6297289133071899,0.663087785243988,-0.2728363871574402,0.5069032907485962,0.8276792764663696,-0.27479520440101624,0.7782353162765503,0.7858821153640747,-0.3275619447231293,0.7120015621185303,0.789675235748291,-0.25040164589881897,0.619157612323761,0.7922888994216919,-0.19239525496959686,0.5132408142089844,0.9629942178726196,-0.2824013829231262,0.7229112386703491,0.9248601198196411,-0.30124804377555847,0.6749027371406555,0.9136092662811279,-0.24510708451271057,0.5913312435150146,0.9124218225479126,-0.20410078763961792,thumbs_up
0.42318543791770935,0.8024794459342957,-4.7548277848363796e-07,0.4674346148967743,0.5709711909294128,-0.06762220710515976,0.49076059460639954,0.38010311126708984,-0.11366572976112366,0.4901192784309387,0.25068399310112,-0.1532805860042572,0.47649329900741577,0.09585747122764587,-0.18692463636398315,0.39789441227912903,0.46977677941322327,-0.14313943684101105,0.6553155183792114,0.44947293400764465,-0.22483354806900024,0.6572485566139221,0.5102948546409607,-0.2703506648540497,0.58560711145401,0.5335403084754944,-0.30268871784210205,0.37669676542282104,0.6435755491256714,-0.1520603746175766,0.6664411425590515,0.6247377395629883,-0.21394148468971252,0.6300990581512451,0.6469845771789551,-0.2270134687423706,0.5429155230522156,0.6518877744674683,-0.2527603805065155,0.38144296407699585,0.801406741142273,-0.16607032716274261,0.6459493041038513,0.7850245237350464,-0.22104646265506744,0.6025787591934204,0.788421630859375,-0.20528316497802734,0.5150185227394104,0.7678038477897644,-0.20541389286518097,0.4012329578399658,0.9277706146240234,-0.1887843757867813,0.6069549918174744,0.9395363926887512,-0.23475418984889984,0.5775499939918518,0.9211704134941101,-0.23464587330818176,0.4964558780193329,0.9047836065292358,-0.24020202457904816,thumbs_up
0.46801626682281494,0.6770130395889282,-3.108378336946771e-07,0.49097201228141785,0.5477992296218872,-0.06032302603125572,0.4905228912830353,0.4169837236404419,-0.09552184492349625,0.4791625142097473,0.3173670470714569,-0.1222631111741066,0.45782408118247986,0.21640929579734802,-0.14729732275009155,0.41447314620018005,0.48805907368659973,-0.12048286944627762,0.5720873475074768,0.5102291107177734,-0.17812015116214752,0.5801239013671875,0.5308668613433838,-0.21140702068805695,0.5349273681640625,0.5417895913124084,-0.23425611853599548,0.38873744010925293,0.6072945594787598,-0.11541459709405899,0.5752540826797485,0.6242635846138,-0.1522102952003479,0.5633403062820435,0.6165339946746826,-0.15843917429447174,0.5031464695930481,0.6173920631408691,-0.173953115940094,0.3887470066547394,0.7116928100585938,-0.11357030272483826,0.5541166067123413,0.7233991622924805,-0.14632204174995422,0.545440673828125,0.7077866792678833,-0.1304953545331955,0.49118390679359436,0.6988693475723267,-0.12641753256320953,0.39901405572891235,0.8023015856742859,-0.119764044880867,0.52631676197052,0.8033863306045532,-0.1518913209438324,0.5282223224639893,0.7827339172363281,-0.1494743824005127,0.49305421113967896,0.7799075841903687,-0.14844772219657898,thumbs_up
